id,year,state_name,state_code,district_name,district_code,registration_circles,protection_of_civil_rights,murder,attempt_to_commit_murder,rape,attempt_to_commit_rape_rape,assault_on_women,insult_to_the_modesty,kidnapping_and_abduction,dacoity,robbery,arson,grievous_hurt,riots,other_ipc_crimes_crimes,sc_st_prevention_of_atrocities
242,2016,Jammu And Kashmir,1,Doda,4,Doda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2016,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2016,Jammu And Kashmir,1,Kupwara,8,Handwara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2016,Jammu And Kashmir,1,Jammu,5,Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,2016,Jammu And Kashmir,1,Kargil,6,Kargil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2016,Jammu And Kashmir,1,Kathua,7,Kathua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2016,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2016,Jammu And Kashmir,1,Kulgam,622,Kulgam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2016,Jammu And Kashmir,1,Kupwara,8,Kupwara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2016,Jammu And Kashmir,1,Leh Ladakh,9,Leh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2016,Jammu And Kashmir,1,Poonch,10,Poonch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2016,Jammu And Kashmir,1,Pulwama,11,Pulwama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2016,Jammu And Kashmir,1,Jammu,5,Railways Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2016,Jammu And Kashmir,1,Jammu,5,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,2016,Jammu And Kashmir,1,Reasi,627,Railways Katra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,2016,Jammu And Kashmir,1,Rajouri,12,Rajouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2016,Jammu And Kashmir,1,Ramban,621,Ramban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,2016,Jammu And Kashmir,1,Reasi,627,Reasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2016,Jammu And Kashmir,1,Samba,624,Samba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2016,Jammu And Kashmir,1,Shopian,625,Shopian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,2016,Jammu And Kashmir,1,Baramulla,3,Sopore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2016,Jammu And Kashmir,1,Srinagar,13,Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2016,Jammu And Kashmir,1,Udhampur,14,Udhampur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2016,Jharkhand,20,Bokaro,322,Bokaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
266,2016,Jharkhand,20,West Singhbhum,343,Chaibasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,2016,Jharkhand,20,Chatra,323,Chatra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
268,2016,Jharkhand,20,Deoghar,324,Deoghar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
269,2016,Jharkhand,20,Dhanbad,325,Dhanbad,0,0,0,1,1,2,0,0,0,0,0,1,1,0,58
270,2016,Jharkhand,20,Dhanbad,325,Dhanbad Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,2016,Jharkhand,20,Dumka,326,Dumka,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4
272,2016,Jharkhand,20,Garhwa,328,Garhwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
273,2016,Jharkhand,20,Giridih,329,Giridih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
274,2016,Jharkhand,20,Godda,330,Godda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
275,2016,Jharkhand,20,Gumla,331,Gumla,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
276,2016,Jharkhand,20,Hazaribagh,332,Hazaribagh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
277,2016,Jharkhand,20,East Singhbum,327,Jamshedpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
278,2016,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,2016,Jharkhand,20,Jamtara,333,Jamtara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
280,2016,Jharkhand,20,Khunti,606,Khunti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,2016,Jharkhand,20,Koderma,334,Koderma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
282,2016,Jharkhand,20,Latehar,335,Latehar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
283,2016,Jharkhand,20,Lohardaga,336,Lohardagga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,2016,Jharkhand,20,Pakur,337,Pakur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
285,2016,Jharkhand,20,Palamu,338,Palamu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
286,2016,Jharkhand,20,Ramgarh,607,Ramgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
287,2016,Jharkhand,20,Ranchi,339,Ranchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
288,2016,Jharkhand,20,Sahebganj,340,Sahebganj,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12
289,2016,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
290,2016,Jharkhand,20,Simdega,342,Simdega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
291,2016,Karnataka,29,Bagalkote,524,Bagalkot,0,0,0,0,0,3,0,0,0,0,0,0,0,1,25
292,2016,Karnataka,29,Bengaluru Urban,525,Bengaluru City,0,5,1,5,0,2,0,0,0,0,0,0,0,4,190
293,2016,Karnataka,29,Bengaluru Urban,525,Bengaluru District,0,0,0,8,0,15,0,27,0,0,0,0,24,0,86
294,2016,Karnataka,29,Belagavi,527,Belagavi District,0,0,2,1,0,1,0,1,0,0,0,0,1,1,54
295,2016,Karnataka,29,Ballari,528,Ballari,0,1,3,1,0,3,0,0,0,0,0,1,1,0,44
296,2016,Karnataka,29,Bidar,529,Bidar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
297,2016,Karnataka,29,Vijayapura,530,Vijayapura,0,4,6,6,0,6,0,0,0,0,0,0,0,35,57
298,2016,Karnataka,29,Chikkaballapura,630,Chikkaballapura,0,1,0,1,0,0,0,0,0,0,0,0,0,0,34
299,2016,Karnataka,29,Chamarajanagara,531,Chamarajnagar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20
300,2016,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,0,5,2,4,0,10,0,1,0,0,0,2,0,0,72
301,2016,Karnataka,29,Chitradurga,533,Chitradurga,0,1,0,9,0,0,0,0,0,0,0,0,0,0,32
480,2016,Nagaland,13,Kiphire,614,Kiphire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2016,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,0,1,0,5,0,1,0,0,0,0,0,0,0,0,24
303,2016,Karnataka,29,Davangere,535,Davanagere,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26
304,2016,Karnataka,29,Dharwad,536,Dharwad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19
305,2016,Karnataka,29,Gadag,537,Gadag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
306,2016,Karnataka,29,Kalaburagi,538,Kalaburgi,0,8,3,2,0,1,0,0,0,0,0,1,0,16,64
307,2016,Karnataka,29,Hassan,539,Hassan,0,4,0,1,0,0,0,0,0,0,0,0,0,0,85
308,2016,Karnataka,29,Haveri,540,Haveri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
309,2016,Karnataka,29,Dharwad,536,Hubballi Dharwad City,0,1,0,0,0,0,1,1,0,0,0,0,0,0,19
310,2016,Karnataka,29,Belagavi,527,K.G.F.,0,2,0,1,1,0,0,0,0,0,0,0,0,0,8
311,2016,Karnataka,29,Kodagu,541,Kodagu,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8
312,2016,Karnataka,29,Kolar,542,Kolar,0,2,7,3,0,3,0,0,0,0,0,5,25,12,46
313,2016,Karnataka,29,Koppal,543,Koppal,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27
314,2016,Karnataka,29,Mandya,544,Mandya,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55
315,2016,Karnataka,29,Dakshina Kannada,534,Mangaluru City,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38
316,2016,Karnataka,29,Mysuru,545,Mysuru City,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24
317,2016,Karnataka,29,Mysuru,545,Mysuru District,0,2,0,6,0,0,0,0,0,0,0,0,0,0,45
318,2016,Karnataka,29,Raichur,546,Raichur,3,0,0,8,0,0,0,0,0,0,0,0,0,0,75
319,2016,Karnataka,29,Bengaluru Urban,525,K.Railways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2016,Karnataka,29,Ramanagara,631,Ramanagara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
321,2016,Karnataka,29,Shivamogga,547,Shimoga,0,2,0,14,0,0,0,0,0,0,0,0,0,0,46
322,2016,Karnataka,29,Tumakuru,548,Tumakuru,0,7,4,3,0,3,0,2,0,0,0,0,8,35,5
323,2016,Karnataka,29,Udupi,549,Udupi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
324,2016,Karnataka,29,Uttara Kannada,550,Uttara Kannada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
325,2016,Karnataka,29,Yadgir,635,Yadgiri,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34
326,2016,Karnataka,29,Belagavi,527,Belagavi City,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
327,2016,Kerala,32,Alappuzha,554,Alapuzha,0,0,0,8,0,2,0,1,0,0,0,2,0,20,17
328,2016,Kerala,32,Ernakulam,555,Ernakulam Commr.,0,0,0,7,0,5,0,0,0,0,0,1,0,20,2
329,2016,Kerala,32,Ernakulam,555,Ernakulam Rural,0,1,0,8,0,0,0,2,0,0,0,3,0,21,5
330,2016,Kerala,32,Idukki,556,Idukki,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
331,2016,Kerala,32,Kannur,557,Kannur,0,0,0,5,0,3,0,0,0,0,0,1,3,8,2
332,2016,Kerala,32,Kasaragod,558,Kasargod,0,1,0,7,0,1,0,0,0,0,0,2,3,6,3
333,2016,Kerala,32,Kollam,559,Kollam Commr.,0,0,0,8,0,2,0,0,0,0,0,1,1,3,14
334,2016,Kerala,32,Kollam,559,Kollam Rural,0,0,1,10,0,11,0,0,0,0,0,3,1,27,1
335,2016,Kerala,32,Kottayam,560,Kottayam,0,0,1,6,0,6,0,0,0,0,0,1,2,42,10
336,2016,Kerala,32,Kozhikode,561,Kozhikode Commr.,0,0,1,5,0,4,0,0,0,0,0,1,0,12,6
337,2016,Kerala,32,Kozhikode,561,Kozhikode Rural,0,1,2,7,0,5,0,1,0,0,0,0,3,21,2
338,2016,Kerala,32,Malappuram,562,Malappuram,0,0,0,9,0,5,0,0,0,0,0,3,17,41,9
339,2016,Kerala,32,Palakkad,563,Palakkad,0,0,0,10,0,4,0,0,0,0,0,4,8,27,2
340,2016,Kerala,32,Pathanamthitta,564,Pathanamthitta,0,0,0,8,0,6,0,0,0,0,0,2,0,27,1
341,2016,Kerala,32,Thiruvananthapuram,565,Railways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2016,Kerala,32,Thrissur,566,Thrissur Commr.,0,0,0,2,0,0,0,0,0,0,0,0,0,8,3
343,2016,Kerala,32,Thrissur,566,Thrissur Rural,0,3,1,16,0,16,1,0,0,0,0,2,0,21,3
344,2016,Kerala,32,Thiruvananthapuram,565,Trivandrum Commr.,0,0,0,9,0,6,1,2,0,0,0,0,0,26,2
345,2016,Kerala,32,Thiruvananthapuram,565,Trivandrum Rural,0,1,0,14,1,16,2,0,0,0,0,4,6,53,5
346,2016,Kerala,32,Wayanad,567,Wayanadu,0,0,0,3,0,2,0,0,0,0,0,0,0,3,0
347,2016,Kerala,32,Thiruvananthapuram,565,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2016,Madhya Pradesh,23,Agar Malwa,667,Agar,0,1,0,7,0,12,3,0,0,0,0,0,2,74,0
349,2016,Madhya Pradesh,23,Alirajpur,639,Alirajpur,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
350,2016,Madhya Pradesh,23,Anuppur,390,Anuppur,0,1,1,3,0,5,0,0,0,0,0,0,1,11,0
351,2016,Madhya Pradesh,23,Ashoknagar,391,Ashok Nagar,0,5,1,8,1,23,0,4,0,0,2,2,1,85,0
352,2016,Madhya Pradesh,23,Balaghat,392,Balaghat,0,0,1,9,0,11,0,0,0,1,0,1,0,26,0
353,2016,Madhya Pradesh,23,Barwani,393,Barwani,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0
354,2016,Madhya Pradesh,23,Betul,394,Betul,0,1,1,4,0,7,0,0,0,0,0,0,0,12,0
355,2016,Madhya Pradesh,23,Bhind,395,Bhind,0,1,2,7,0,13,0,3,0,0,0,3,6,136,0
356,2016,Madhya Pradesh,23,Bhopal,396,Bhopal,0,3,4,18,0,19,0,0,0,0,1,0,2,37,0
357,2016,Madhya Pradesh,23,Bhopal,396,Bhopal Railway,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
358,2016,Madhya Pradesh,23,Burhanpur,397,Burhanpur,0,0,3,2,0,4,0,1,0,0,0,0,0,3,0
359,2016,Madhya Pradesh,23,Chhatarpur,398,Chhatarpur,0,3,2,11,0,19,0,1,0,0,0,3,3,128,0
360,2016,Madhya Pradesh,23,Chhindwara,399,Chhindwara,0,4,3,21,0,12,0,1,0,0,0,2,3,29,0
361,2016,Madhya Pradesh,23,Damoh,400,Damoh,0,2,3,10,0,13,0,2,0,0,0,0,1,125,0
362,2016,Madhya Pradesh,23,Datia,401,Datia,0,3,1,3,0,13,0,0,0,0,0,1,0,110,0
363,2016,Madhya Pradesh,23,Dewas,402,Dewas,0,2,5,6,0,17,0,1,0,0,1,0,0,34,0
364,2016,Madhya Pradesh,23,Dhar,403,Dhar,0,2,1,4,0,5,0,0,0,0,0,0,0,12,0
365,2016,Madhya Pradesh,23,Dindori,404,Dindori,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0
366,2016,Madhya Pradesh,23,Guna,406,Guna,0,0,1,10,0,12,0,3,0,0,0,23,1,103,0
367,2016,Madhya Pradesh,23,Gwalior,407,Gwalior,0,5,4,22,0,25,0,1,0,0,0,12,7,155,0
368,2016,Madhya Pradesh,23,Harda,408,Harda,0,1,0,5,0,0,0,1,0,0,0,0,0,11,0
369,2016,Madhya Pradesh,23,Narmadapuram,409,Hoshangabad,0,1,3,11,0,14,0,2,0,0,0,1,0,61,0
370,2016,Madhya Pradesh,23,Indore,410,Indore,0,1,3,9,0,18,0,1,0,0,0,0,3,23,2
371,2016,Madhya Pradesh,23,Indore,410,Indore Railway,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
372,2016,Madhya Pradesh,23,Jabalpur,411,Jabalpur,0,1,16,24,0,27,0,1,0,0,0,4,2,118,0
373,2016,Madhya Pradesh,23,Jabalpur,411,Jabalpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2016,Madhya Pradesh,23,Jhabua,412,Jhabua,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0
375,2016,Madhya Pradesh,23,Katni,413,Katni,0,2,2,5,0,5,0,2,0,0,0,2,0,58,0
376,2016,Madhya Pradesh,23,Indore,410,Khandwa,0,5,1,7,0,13,0,0,0,0,0,0,0,33,0
377,2016,Madhya Pradesh,23,Khargone,414,Khargone,0,3,0,5,0,9,0,1,0,0,0,0,0,12,0
378,2016,Madhya Pradesh,23,Mandla,415,Mandla,0,0,0,0,0,2,0,1,0,0,0,0,0,7,0
379,2016,Madhya Pradesh,23,Mandsaur,416,Mandsaur,0,0,1,4,0,17,0,1,0,0,0,0,5,86,0
380,2016,Madhya Pradesh,23,Morena,417,Morena,0,3,1,11,0,21,0,1,0,1,2,0,10,203,0
381,2016,Madhya Pradesh,23,Narsinghpur,418,Narsinghpur,0,2,1,14,0,34,0,0,0,0,0,0,5,132,0
382,2016,Madhya Pradesh,23,Neemuch,419,Neemuch,0,0,0,3,0,8,0,0,0,0,0,0,0,18,0
383,2016,Madhya Pradesh,23,Panna,420,Panna,0,2,2,5,0,7,0,1,0,0,0,4,0,26,0
384,2016,Madhya Pradesh,23,Raisen,421,Raisen,0,4,5,9,0,14,0,1,0,0,0,1,1,40,0
385,2016,Madhya Pradesh,23,Rajgarh,422,Rajgarh,0,0,0,8,0,16,0,7,0,0,0,0,2,117,0
386,2016,Madhya Pradesh,23,Ratlam,423,Ratlam,0,2,5,11,0,13,0,2,0,0,0,1,1,154,2
387,2016,Madhya Pradesh,23,Rewa,424,Rewa,0,1,0,11,0,15,0,1,0,0,1,0,2,18,0
388,2016,Madhya Pradesh,23,Sagar,425,Sagar,0,4,12,22,0,40,1,3,0,0,4,4,3,147,0
389,2016,Madhya Pradesh,23,Satna,426,Satna,0,2,2,13,0,7,0,0,0,0,0,1,0,42,0
390,2016,Madhya Pradesh,23,Seoni,428,Seoni,0,1,4,12,0,14,0,0,0,0,0,1,2,41,0
391,2016,Madhya Pradesh,23,Shahdol,429,Shahdol,0,0,1,3,0,3,0,0,0,0,0,0,0,4,0
392,2016,Madhya Pradesh,23,Shajapur,430,Shajapur,0,0,2,15,1,21,0,0,0,1,1,2,1,73,0
393,2016,Madhya Pradesh,23,Sheopur,431,Sheopur,0,1,0,0,0,3,0,0,0,0,0,0,1,30,0
394,2016,Madhya Pradesh,23,Shivpuri,432,Shivpuri,0,6,1,18,0,32,0,1,0,0,3,8,4,210,0
395,2016,Madhya Pradesh,23,Sidhi,433,Sidhi,0,2,0,3,0,6,0,3,0,0,0,0,0,45,0
396,2016,Madhya Pradesh,23,Sehore,427,Sehore,0,1,1,10,0,16,0,3,0,0,1,2,3,106,0
397,2016,Madhya Pradesh,23,Singrauli,638,Singrauli,0,1,0,4,0,3,0,2,0,0,0,2,0,7,0
398,2016,Madhya Pradesh,23,Tikamgarh,434,Tikamgarh,0,0,0,13,0,22,0,4,0,0,0,0,3,95,0
399,2016,Madhya Pradesh,23,Ujjain,435,Ujjain,0,0,4,14,1,15,1,2,0,0,0,1,4,106,0
400,2016,Madhya Pradesh,23,Umaria,436,Umaria,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0
401,2016,Madhya Pradesh,23,Vidisha,437,Vidisha,0,1,6,20,0,51,1,2,0,0,5,6,8,247,0
402,2016,Madhya Pradesh,23,Bhopal,396,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2016,Maharashtra,27,Ahmednagar,466,Ahmednagar,0,3,3,10,0,19,0,2,0,0,0,3,20,29,1
404,2016,Maharashtra,27,Akola,467,Akola,0,0,2,7,0,9,0,1,0,0,0,0,0,13,3
405,2016,Maharashtra,27,Amravati,468,Amravati Commr.,0,0,0,8,0,7,0,0,0,0,0,0,2,14,3
406,2016,Maharashtra,27,Amravati,468,Amravati Rural,0,1,3,9,0,24,0,2,2,0,0,2,1,10,22
407,2016,Maharashtra,27,Aurangabad,469,Aurangabad Commr.,0,2,1,5,0,8,0,0,0,1,0,1,1,12,1
408,2016,Maharashtra,27,Aurangabad,469,Aurangabad Rural,0,2,0,7,0,11,0,2,0,0,0,1,9,8,2
409,2016,Maharashtra,27,Beed,470,Beed,0,2,7,7,0,16,0,3,1,1,0,2,18,20,0
410,2016,Maharashtra,27,Bhandara,471,Bhandara,0,2,0,5,1,7,1,1,0,0,0,0,3,7,3
411,2016,Maharashtra,27,Buldhana,472,Buldhana,0,0,3,7,0,10,0,0,1,0,0,0,10,5,3
412,2016,Maharashtra,27,Chandrapur,473,Chandrapur,0,1,1,8,0,11,1,1,0,0,0,1,2,9,2
413,2016,Maharashtra,27,Dhule,474,Dhule,0,2,2,2,0,6,0,0,2,1,0,1,10,7,4
414,2016,Maharashtra,27,Gadchiroli,475,Gadchiroli,0,0,0,2,0,4,0,0,0,0,0,0,0,5,0
415,2016,Maharashtra,27,Gondia,476,Gondia,0,1,2,4,0,7,0,1,0,1,1,1,0,14,7
416,2016,Maharashtra,27,Hingoli,477,Hingoli,0,0,4,1,0,11,0,1,0,2,0,3,11,16,0
417,2016,Maharashtra,27,Jalgaon,478,Jalgaon,0,0,3,3,0,12,0,0,0,0,0,1,5,8,6
418,2016,Maharashtra,27,Jalna,479,Jalna,0,1,5,8,0,15,0,3,0,0,0,2,0,28,0
419,2016,Maharashtra,27,Kolhapur,480,Kolhapur,13,2,1,7,0,6,0,2,0,0,0,2,8,25,4
420,2016,Maharashtra,27,Latur,481,Latur,0,2,2,6,0,9,0,0,0,0,1,0,11,0,11
421,2016,Maharashtra,27,Mumbai,482,Mumbai Commr.,0,0,0,4,0,2,1,0,0,0,0,0,3,15,5
422,2016,Maharashtra,27,Mumbai,482,Mumbai Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2016,Maharashtra,27,Nagpur,484,Nagpur Commr.,0,0,0,9,0,8,0,1,0,0,0,0,0,7,4
424,2016,Maharashtra,27,Nagpur,484,Nagpur Railway,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
425,2016,Maharashtra,27,Nagpur,484,Nagpur Rural,0,0,0,1,0,5,0,2,0,0,0,0,0,4,0
426,2016,Maharashtra,27,Nanded,485,Nanded,1,5,2,5,0,14,1,1,0,0,1,1,19,26,12
427,2016,Maharashtra,27,Nandurbar,486,Nandurbar,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2
428,2016,Maharashtra,27,Nashik,487,Nasik Commr.,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
429,2016,Maharashtra,27,Nashik,487,Nasik Rural,0,1,3,2,0,5,0,0,1,0,7,1,5,7,8
430,2016,Maharashtra,27,Mumbai Suburban,483,Navi Mumbai,0,1,0,4,0,2,1,0,0,0,0,0,1,10,4
431,2016,Maharashtra,27,Osmanabad,488,Osmanabad,0,1,0,6,0,11,0,0,0,0,0,1,9,7,7
432,2016,Maharashtra,27,Palghar,665,Palghar,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2
433,2016,Maharashtra,27,Parbhani,489,Parbhani,0,1,2,3,0,14,0,2,0,0,0,2,15,31,26
434,2016,Maharashtra,27,Pune,490,Pune Commr.,0,0,1,10,0,4,0,1,0,0,0,2,5,11,7
435,2016,Maharashtra,27,Pune,490,Pune Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,2016,Maharashtra,27,Pune,490,Pune Rural,0,5,2,14,0,16,0,8,0,0,0,5,11,31,4
437,2016,Maharashtra,27,Raigad,491,Raigad,0,0,0,3,0,2,0,0,1,0,0,0,3,7,8
438,2016,Maharashtra,27,Ratnagiri,492,Ratnagiri,0,1,1,3,0,3,0,0,1,0,0,0,2,3,4
439,2016,Maharashtra,27,Sangli,493,Sangli,0,1,2,5,0,4,0,0,0,0,0,0,5,2,12
440,2016,Maharashtra,27,Satara,494,Satara,0,2,1,8,0,7,0,3,1,1,0,0,15,8,16
441,2016,Maharashtra,27,Sindhudurg,495,Sindhudurg,0,0,0,1,0,2,0,0,0,0,0,0,0,3,4
442,2016,Maharashtra,27,Solapur,496,Solapur Commr.,0,0,0,5,0,1,0,0,0,0,0,0,1,0,2
443,2016,Maharashtra,27,Solapur,496,Solapur Rural,0,2,2,11,0,23,0,1,0,1,5,1,13,25,0
444,2016,Maharashtra,27,Thane,497,Thane Commr.,0,2,1,3,0,3,0,1,2,1,0,0,4,18,2
445,2016,Maharashtra,27,Thane,497,Thane Rural,0,0,0,0,0,3,0,0,0,0,0,0,2,3,0
446,2016,Maharashtra,27,Wardha,498,Wardha,0,1,0,7,0,4,0,1,0,0,0,1,0,8,4
447,2016,Maharashtra,27,Washim,499,Washim,0,0,0,4,0,9,0,0,0,1,0,0,3,4,6
448,2016,Maharashtra,27,Yavatmal,500,Yavatmal,0,1,2,5,0,16,0,0,0,0,0,1,5,22,5
449,2016,Manipur,14,Bishnupur,252,Bishnupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2016,Manipur,14,Chandel,253,Chandel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,2016,Manipur,14,Churachandpur,254,Churachandpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,2016,Manipur,14,Imphal West,256,C. I. D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2016,Manipur,14,Imphal East,255,Imphal East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,2016,Manipur,14,Imphal West,256,Imphal West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,2016,Manipur,14,Senapati,257,Senapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2016,Manipur,14,Tamenglong,258,Tamenglong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,2016,Manipur,14,Thoubal,259,Thoubal,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
458,2016,Manipur,14,Ukhrul,260,Ukhrul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2016,Meghalaya,17,East Garo Hills,273,Garo Hills East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,2016,Meghalaya,17,North Garo Hills,656,Garo Hills North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2016,Meghalaya,17,South Garo Hills,277,Garo Hills South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,2016,Meghalaya,17,South West Garo Hills,663,Garo Hills South West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,2016,Meghalaya,17,West Garo Hills,278,Garo Hills West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2016,Meghalaya,17,West Jaintia Hills,275,Jaintia Hills West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,2016,Meghalaya,17,East Jaintia Hills,657,Jaintia Hills East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2016,Meghalaya,17,East Khasi Hills,274,Khasi Hills East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,2016,Meghalaya,17,South West Khasi Hills,658,Khasi Hills South West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,2016,Meghalaya,17,West Khasi Hills,279,Khasi Hills West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2016,Meghalaya,17,Ri Bhoi,276,Ri-Bhoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,2016,Mizoram,15,Aizawl,261,Aizawl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,2016,Mizoram,15,Champhai,262,Champhai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2016,Mizoram,15,Kolasib,263,Kolasib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
