id,year,state_name,state_code,district_name,district_code,registration_circles,protection_of_civil_rights_act,murder,attempt_to_commit_murder,rape,attempt_to_commit_rape,assault_on_women,insult_to_the_modesty_of_women,kidnapping_and_abduction,dacoity,robbery,arson,grievous_hurt,riots,other_ipc_crimes,sc_st_prevention_of_atrocities
560,2016,Rajasthan,8,Bharatpur,91,Bharatpur,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0
561,2016,Rajasthan,8,Bhilwara,92,Bhilwara,0,0,0,3,0,0,0,0,0,0,0,0,0,39,0
562,2016,Rajasthan,8,Bikaner,93,Bikaner,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
563,2016,Rajasthan,8,Bundi,94,Bundi,0,1,0,5,0,0,0,0,0,0,0,2,0,28,4
564,2016,Rajasthan,8,Chittorgarh,95,Chittorgarh,0,0,0,1,0,0,0,3,0,0,0,0,0,37,4
565,2016,Rajasthan,8,Churu,96,Churu,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
566,2016,Rajasthan,8,Dausa,97,Dausa,0,0,0,3,0,0,0,0,0,0,0,0,0,38,2
567,2016,Rajasthan,8,Dholpur,98,Dholpur,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
568,2016,Rajasthan,8,Dungarpur,99,Dungarpur,0,0,0,1,0,4,0,0,0,0,0,0,0,10,5
569,2016,Rajasthan,8,Ajmer,86,G.R.P.Ajmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
570,2016,Rajasthan,8,Jodhpur,107,G.R.P.Jodhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
571,2016,Rajasthan,8,Ganganagar,100,Ganganagar,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
572,2016,Rajasthan,8,Hanumangarh,101,Hanumangarh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573,2016,Rajasthan,8,Jaipur,102,Jaipur East,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0
574,2016,Rajasthan,8,Jaipur,102,Jaipur North,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2
575,2016,Rajasthan,8,Jaipur (Gramin),783,Jaipur Rural,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0
576,2016,Rajasthan,8,Jaipur,102,Jaipur South,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0
577,2016,Rajasthan,8,Jaipur,102,Jaipur West,0,0,0,2,0,2,0,0,0,0,0,0,0,11,0
578,2016,Rajasthan,8,Jaisalmer,103,Jaisalmer,0,0,0,1,0,0,0,1,0,0,0,0,0,33,1
579,2016,Rajasthan,8,Jalore,104,Jalore,0,0,0,2,0,0,0,0,0,0,0,0,0,32,1
580,2016,Rajasthan,8,Jhalawar,105,Jhalawar,0,2,1,1,1,7,0,2,0,0,0,1,0,27,0
581,2016,Rajasthan,8,Jhunjhunu,106,Jhunjhunu,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
582,2016,Rajasthan,8,Jodhpur,107,Jodhpur East,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0
583,2016,Rajasthan,8,Jodhpur,107,Jodhpur West,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0
584,2016,Rajasthan,8,Jodhpur,107,Jodhpur Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
585,2016,Rajasthan,8,Karauli,108,Karauli,0,1,0,0,0,0,0,1,0,0,0,0,0,43,0
586,2016,Rajasthan,8,Kota,109,Kota City,0,0,0,3,0,1,0,0,0,0,0,0,0,9,0
587,2016,Rajasthan,8,Kota,109,Kota Rural,0,0,0,1,0,0,0,0,0,1,0,1,0,28,0
588,2016,Rajasthan,8,Nagaur,110,Nagaur,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
589,2016,Rajasthan,8,Pali,111,Pali,0,2,0,0,0,0,0,0,0,0,0,2,0,22,1
590,2016,Rajasthan,8,Pratapgarh,629,Pratapgarh,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0
591,2016,Rajasthan,8,Rajsamand,112,Rajsamand,0,0,0,2,0,1,0,1,0,0,0,0,0,13,0
592,2016,Rajasthan,8,Sawai Madhopur,113,Sawai Madhopur,0,0,0,0,0,0,0,1,0,0,0,0,0,55,2
593,2016,Rajasthan,8,Sikar,114,Sikar,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0
594,2016,Rajasthan,8,Sirohi,115,Sirohi,0,0,0,3,0,1,0,2,0,0,0,0,0,34,1
595,2016,Rajasthan,8,Tonk,116,Tonk,0,0,0,2,0,2,0,1,0,0,0,0,0,41,1
596,2016,Rajasthan,8,Udaipur,117,Udaipur,0,2,0,4,0,4,0,0,0,0,0,0,0,49,0
597,2016,Rajasthan,8,Jaipur,102,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2016,Rajasthan,8,Jaipur,102,Scrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,2016,Rajasthan,8,Jaipur,102,Sog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2016,Rajasthan,8,Jaipur,102,Ssb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,2016,Sikkim,11,Gangtok,225,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,2016,Sikkim,11,Mangan,226,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,2016,Sikkim,11,Namchi,227,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,2016,Sikkim,11,Gyalshing,228,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,2016,Tamil Nadu,33,Ariyalur,610,Ariyalur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,2016,Tamil Nadu,33,Chennai,568,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,2016,Tamil Nadu,33,Coimbatore,569,Coimbatore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,2016,Tamil Nadu,33,Coimbatore,569,Coimbatore City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,2016,Tamil Nadu,33,Cuddalore,570,Cuddalore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
610,2016,Tamil Nadu,33,Dharmapuri,571,Dharmapuri,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
611,2016,Tamil Nadu,33,Dindigul,572,Dindigul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,2016,Tamil Nadu,33,Erode,573,Erode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,2016,Tamil Nadu,33,Kanchipuram,574,Kanchipuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,2016,Tamil Nadu,33,Kanniyakumari,575,Kanyakumari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,2016,Tamil Nadu,33,Karur,576,Karur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,2016,Tamil Nadu,33,Krishnagiri,577,Krishnagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,2016,Tamil Nadu,33,Madurai,578,Madurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,2016,Tamil Nadu,33,Madurai,578,Madurai City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,2016,Tamil Nadu,33,Nagapattinam,579,Nagapattinam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,2016,Tamil Nadu,33,Namakkal,580,Namakkal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
621,2016,Tamil Nadu,33,The Nilgiris,587,Nilgiris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,2016,Tamil Nadu,33,Perambalur,581,Perambalur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,2016,Tamil Nadu,33,Pudukkottai,582,Pudukottai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,2016,Tamil Nadu,33,Ramanathapuram,583,Ramnathapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,2016,Tamil Nadu,33,Chennai,568,Railway Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,2016,Telangana,36,Medak,513,Medak,0,2,0,2,0,1,0,2,0,0,0,0,0,0,5
626,2016,Tamil Nadu,33,Tiruchirappalli,591,Railway Trichy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2016,Tamil Nadu,33,Salem,584,Salem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2016,Tamil Nadu,33,Salem,584,Salem City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2016,Tamil Nadu,33,Sivaganga,585,Sivagangai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2016,Tamil Nadu,33,Thanjavur,586,Thanjavur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,2016,Tamil Nadu,33,Theni,588,Theni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,2016,Tamil Nadu,33,Tirunelveli,592,Thirunelveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,2016,Tamil Nadu,33,Tirunelveli,592,Thirunelveli City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,2016,Tamil Nadu,33,Thiruvallur,589,Thiruvallur,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
635,2016,Tamil Nadu,33,Tiruvannamalai,593,Thiruvannamalai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
636,2016,Tamil Nadu,33,Thiruvarur,590,Thiruvarur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,2016,Tamil Nadu,33,Tuticorin,594,Thoothukudi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
638,2016,Tamil Nadu,33,Tiruppur,634,Tiruppur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,2016,Tamil Nadu,33,Tiruppur,634,Tiruppur City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,2016,Tamil Nadu,33,Tiruchirappalli,591,Trichy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
641,2016,Tamil Nadu,33,Tiruchirappalli,591,Trichy City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,2016,Tamil Nadu,33,Vellore,595,Vellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,2016,Tamil Nadu,33,Villupuram,596,Villupuram,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
644,2016,Tamil Nadu,33,Virudhunagar,597,Virudhunagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,2016,Tamil Nadu,33,Chennai,568,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,2016,Tamil Nadu,33,Chennai,568,Other Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2016,Telangana,36,Adilabad,501,Adilabad,0,1,0,8,0,7,0,0,0,0,0,0,0,17,3
648,2016,Telangana,36,Ranga Reddy,518,Cyberabad,0,0,0,5,0,2,0,2,0,0,0,0,0,35,12
649,2016,Telangana,36,Hyderabad,507,Hyderabad City,0,1,0,3,0,0,0,0,0,0,0,0,0,7,10
650,2016,Telangana,36,Karimnagar,508,Karimnagar,0,0,0,3,0,0,0,0,0,0,0,0,0,15,4
651,2016,Telangana,36,Khammam,509,Khammam,0,0,0,3,0,11,2,2,0,0,0,0,3,36,4
652,2016,Telangana,36,Mahabubnagar,512,Mahaboob Nagar,0,3,0,9,0,0,0,0,0,0,0,12,0,28,2
654,2016,Telangana,36,Nalgonda,514,Nalgonda,0,1,10,1,0,26,10,7,0,0,0,4,0,8,7
655,2016,Telangana,36,Nizamabad,516,Nizamabad,0,2,0,2,0,1,0,0,0,0,0,0,0,10,0
656,2016,Telangana,36,Ranga Reddy,518,Ranga Reddy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
657,2016,Telangana,36,Hyderabad,507,Secunderabad Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,2016,Telangana,36,Warangal,522,Warangal Rural,0,0,2,2,1,0,0,2,0,0,0,0,0,0,1
659,2016,Telangana,36,Warangal,522,Warangal City,0,0,0,1,0,1,1,0,0,0,0,0,0,7,0
660,2016,Tripura,16,Dhalai,269,Dhalai,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
661,2016,Tripura,16,Gomati,654,Gomati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,2016,Tripura,16,West Tripura,272,G. R. P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,2016,Tripura,16,Khowai,652,Kowai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,2016,Tripura,16,North Tripura,270,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,2016,Tripura,16,Sepahijala,653,Sipahijala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,2016,Tripura,16,South Tripura,271,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,2016,Tripura,16,Unakoti,655,Unakoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,2016,Tripura,16,West Tripura,272,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,2016,Uttar Pradesh,9,Agra,118,Agra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,2016,Uttar Pradesh,9,Aligarh,119,Aligarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,2016,Uttar Pradesh,9,Prayagraj,120,Allahabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,2016,Uttar Pradesh,9,Ambedkar Nagar,121,Ambedkar Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,2016,Uttar Pradesh,9,Amethi,640,Amethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,2016,Uttar Pradesh,9,Amroha,154,Amroha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,2016,Uttar Pradesh,9,Auraiya,122,Auraiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,2016,Uttar Pradesh,9,Azamgarh,123,Azamgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,2016,Uttar Pradesh,9,Budaun,133,Badaun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,2016,Uttar Pradesh,9,Baghpat,124,Baghpat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,2016,Uttar Pradesh,9,Bahraich,125,Bahraich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,2016,Uttar Pradesh,9,Ballia,126,Ballia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,2016,Uttar Pradesh,9,Balrampur,127,Balrampur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,2016,Uttar Pradesh,9,Banda,128,Banda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,2016,Uttar Pradesh,9,Barabanki,129,Barabanki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,2016,Uttar Pradesh,9,Bareilly,130,Bareilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,2016,Uttar Pradesh,9,Basti,131,Basti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,2016,Uttar Pradesh,9,Bijnor,132,Bijnor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,2016,Uttar Pradesh,9,Bulandshahr,134,Bulandshahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,2016,Uttar Pradesh,9,Chandauli,135,Chandoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,2016,Uttar Pradesh,9,Chitrakoot,136,Chitrakoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,2016,Uttar Pradesh,9,Deoria,137,Deoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,2016,Uttar Pradesh,9,Etah,138,Etah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,2016,Uttar Pradesh,9,Etawah,139,Etawah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,2016,Uttar Pradesh,9,Ayodhya,140,Faizabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,2016,Uttar Pradesh,9,Farrukhabad,141,Fatehgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,2016,Uttar Pradesh,9,Fatehpur,142,Fatehpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,2016,Uttar Pradesh,9,Firozabad,143,Firozabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,2016,Uttar Pradesh,9,Lucknow,162,G. R. P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,2016,Uttar Pradesh,9,Gautam Buddha Nagar,144,Gautambudh Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,2016,Uttar Pradesh,9,Ghaziabad,145,Ghaziabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2016,Uttar Pradesh,9,Ghazipur,146,Ghazipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,2016,Uttar Pradesh,9,Gonda,147,Gonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,2016,Uttar Pradesh,9,Gorakhpur,148,Gorakhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,2016,Uttar Pradesh,9,Hamirpur,149,Hamirpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,2016,Uttar Pradesh,9,Hapur,661,Hapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,2016,Uttar Pradesh,9,Hardoi,150,Hardoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,2016,Uttar Pradesh,9,Hathras,163,Hathras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,2016,Uttar Pradesh,9,Jalaun,151,Jalaun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,2016,Uttar Pradesh,9,Jaunpur,152,Jaunpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,2016,Uttar Pradesh,9,Jhansi,153,Jhansi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,2016,Uttar Pradesh,9,Kannauj,155,Kannauj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,2016,Uttar Pradesh,9,Kanpur Dehat,156,Kanpur Dehat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,2016,Uttar Pradesh,9,Kanpur Nagar,157,Kanpur Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,2016,Uttar Pradesh,9,Kasganj,633,Kasganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2016,Uttar Pradesh,9,Kaushambi,158,Kaushambi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,2016,Uttar Pradesh,9,Kheri,159,Khiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,2016,Uttar Pradesh,9,Kushi Nagar,160,Kushi Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,2016,Uttar Pradesh,9,Lalitpur,161,Lalitpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,2016,Uttar Pradesh,9,Lucknow,162,Lucknow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,2016,Uttar Pradesh,9,Maharajganj,164,Maharajganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2016,Uttar Pradesh,9,Mahoba,165,Mahoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,2016,Uttar Pradesh,9,Mainpuri,166,Mainpuri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,2016,Uttar Pradesh,9,Mathura,167,Mathura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,2016,Uttar Pradesh,9,Mau,168,Mau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,2016,Uttar Pradesh,9,Meerut,169,Meerut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,2016,Uttar Pradesh,9,Mirzapur,170,Mirzapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,2016,Uttar Pradesh,9,Moradabad,171,Moradabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,2016,Uttar Pradesh,9,Muzaffarnagar,172,Muzaffarnagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,2016,Uttar Pradesh,9,Pilibhit,173,Pilibhit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,2016,Uttar Pradesh,9,Pratapgarh,174,Pratapgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,2016,Uttar Pradesh,9,Rae Bareli,175,Raibareilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,2016,Uttar Pradesh,9,Rampur,176,Rampur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,2016,Uttar Pradesh,9,Saharanpur,177,Saharanpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,2016,Uttar Pradesh,9,Sambhal,659,Sambhal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,2016,Uttar Pradesh,9,Sant Kabeer Nagar,178,Sant Kabirnagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,2016,Uttar Pradesh,9,Shahjahanpur,180,Shahjahanpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,2016,Uttar Pradesh,9,Shamli,660,Shamli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,2016,Uttar Pradesh,9,Shravasti,181,Shrawasti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,2016,Uttar Pradesh,9,Siddharth Nagar,182,Sidharthnagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,2016,Uttar Pradesh,9,Sitapur,183,Sitapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,2016,Uttar Pradesh,9,Sonbhadra,184,Sonbhadra,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
741,2016,Uttar Pradesh,9,Bhadohi,179,Bhadohi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,2016,Uttar Pradesh,9,Sultanpur,185,Sultanpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,2016,Uttar Pradesh,9,Unnao,186,Unnao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,2016,Uttar Pradesh,9,Varanasi,187,Varanasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,2016,Uttarakhand,5,Almora,45,Almora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,2016,Uttarakhand,5,Bageshwar,46,Bageshwar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,2016,Uttarakhand,5,Chamoli,47,Chamoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,2016,Uttarakhand,5,Champawat,48,Champawat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,2016,Uttarakhand,5,Dehradun,49,Dehradun,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
750,2016,Uttarakhand,5,Haridwar,50,Haridwar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,2016,Uttarakhand,5,Nainital,51,Nainital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,2016,Uttarakhand,5,Pauri Garhwal,52,Pauri Garhwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2016,Uttarakhand,5,Pithoragarh,53,Pithoragarh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
754,2016,Uttarakhand,5,Rudra Prayag,54,Rudra Prayag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,2016,Uttarakhand,5,Tehri Garhwal,55,Tehri Garhwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,2016,Uttarakhand,5,Udam Singh Nagar,56,Udhamsingh Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,2016,Uttarakhand,5,Uttar Kashi,57,Uttarkashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,2016,West Bengal,19,24 Paraganas North,303,North 24 Parganas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,2016,West Bengal,19,24 Paraganas South,304,South 24 Parganas (Old),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
760,2016,West Bengal,19,Alipurduar,664,Alipurduar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
761,2016,West Bengal,19,Paschim Bardhaman,704,Asansol-Durgapur Pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,2016,West Bengal,19,Bankura,305,Bankura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,2016,West Bengal,19,24 Paraganas North,303,Barrackpur Pc,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1
764,2016,West Bengal,19,24 Paraganas North,303,Bidhannagar Pc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
765,2016,West Bengal,19,Birbhum,307,Birbhum,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
766,2016,West Bengal,19,Purba Bardhaman,306,Burdwan (Old),0,0,1,1,0,2,0,0,0,0,0,0,0,3,2
767,2016,West Bengal,19,Coochbehar,308,Coochbehar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,2016,West Bengal,19,Dinajpur Dakshin,310,Dakshin Dinajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,2016,West Bengal,19,Darjeeling,309,Darjeeling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
770,2016,West Bengal,19,Hooghly,312,Hooghly Rural Police,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
771,2016,West Bengal,19,Howrah,313,Howrah G. R. P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,2016,West Bengal,19,Howrah,313,Howrah Pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,2016,West Bengal,19,Howrah,313,Howrah Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,2016,West Bengal,19,Jalpaiguri,314,Jalpaiguri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
775,2016,West Bengal,19,Jhargram,703,Jhargram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
776,2016,West Bengal,19,Medinipur West,318,Kharagpur G. R. P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,2016,West Bengal,19,Kolkata,315,Kolkata,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
778,2016,West Bengal,19,Maldah,316,Malda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,2016,West Bengal,19,Murshidabad,319,Murshidabad,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
780,2016,West Bengal,19,Nadia,320,Nadia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
781,2016,West Bengal,19,Medinipur West,318,Paschim Medinipur,0,0,1,2,0,9,0,0,0,0,2,1,0,4,2
782,2016,West Bengal,19,Medinipur East,317,Purab Medinipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,2016,West Bengal,19,Purulia,321,Purulia,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
784,2016,West Bengal,19,Kolkata,315,Sealdah G. R. P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,2016,West Bengal,19,Darjeeling,309,Siliguri G. R. P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,2016,West Bengal,19,Darjeeling,309,Siliguri Pc,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
787,2016,West Bengal,19,Dinajpur Uttar,311,Uttar Dinajpur,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
